Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.short [single_line_text_field],Metafield: custom.badge [single_line_text_field],Metafield: custom.kind [single_line_text_field],Metafield: custom.accent_color [single_line_text_field]
fairtex-muay-thai-short-superstition-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/Fairtex-Muay-Thai-Short-Superstition-1.jpg,2,Fairtex Muay Thai Short Superstition wit,,,,,
fairtex-muay-thai-short-superstition-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/Fairtex-Muay-Thai-Short-Superstition-2.jpg,3,Fairtex Muay Thai Short Superstition wit,,,,,
joya-kickboksbroek-23-zwart-kopie,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,"<p>De Joya ESSENTIAL Fightshort is handgemaakt van hoogwaardige materialen. De short is gesublimeerd met de ESSENTIAL print. Deze JoyaGear fightshort heeft een traditionele tailleband die hem goed rond de heupen houdt, voor totale bewegingsvrijheid. De zijsplitten zorgen voor mobiliteit, behendigheid en flexibiliteit voor je slagen in de ring. De ESSENTIAL Fightshort heeft een uniek, kleurrijk ontwerp met het Joya-logo op de voorkant. Bies aan de randen maken de short compleet’ look en garandeerd grote duurzaamheid in de tijd.</p>",Joya,Broekjes,"Broekjes, Joya, Kleding",TRUE,Maat,XXS,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/04/JOYA-ESSENTIAL-FIGHTSHORT-ZWART-ZWART.jpg,1,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,active,100% polyester: voor meer veerkracht en duurzaamheid. Gaaspanelen aan de zijkanten: voor optimale ventilatie. Traditionele Thaise tailleband voor meer ondersteuning en comfort. Zijsplitten speciaal ontworpen om de mobiliteit en flexibiliteit te vergr,,apparel,#1C1C1C
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,XS,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,S,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,M,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,L,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,XL,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,Maat,XXL,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/JOYA-ESSENTIAL-FIGHTSHORT-ZWART-ZWART-1.jpg,2,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,,,,,
px-bjj-grabn-fight-gi-black,PX BJJ GRAB’N FIGHT GI BLACK,"<p>PX BJJ GRAB’N FIGHT GI BLACK</p> <div>Licht, maar stevige BJJ-pak. De jas is gemaakt van scheurbestendig 100% katoen Pearl-Weave stof met een gewicht van 450 gr/m² en heeft versterkingen op alle bijzonder belaste plekken, zoals schouders, borst en jassplitten. De broek, gemaakt van bijzonder scheurbestendige RIPSTOP-stof, is versterkt bij de knieën. Het pak is gemaakt van 100% katoen en is voorgewassen op 40°C, dus na correct wassen op 40°C krimpt het slechts minimaal.</div>",PX,BJJ,"BJJ, Kleding, PX",TRUE,,Default Title,,shopify,10,deny,manual,85.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI.jpg,1,PX BJJ GRAB’N FIGHT GI BLACK,active,PX BJJ GRAB’N FIGHT GI BLACK,,apparel,#101820
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-1.jpg,2,PX BJJ GRAB’N FIGHT GI BLACK,,,,,
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-2.jpg,3,PX BJJ GRAB’N FIGHT GI BLACK,,,,,
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-3.jpg,4,PX BJJ GRAB’N FIGHT GI BLACK,,,,,
fairtex-fmv13-maximized-focus-pads-black-red,Fairtex FMV13 Maximized Focus Pads black red,<p>[et_pb_section fb_built=&#8221;1&#8243; theme_builder_area=&#8221;post_content&#8221; _builder_version=&#8221;4.24.2&#8243; _module_preset=&#8221;default&#8221;][/et_pb_section]</p>,Fairtex,trap/stoot kussens,"Fairtex, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,159.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads.jpg,1,Fairtex FMV13 Maximized Focus Pads black red,active,Topkwaliteit Fairtex FMV13 Maximized Focus Pads black red,,bag,#1A2A1A
fairtex-fmv13-maximized-focus-pads-black-red,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads-2.jpg,2,Fairtex FMV13 Maximized Focus Pads black red,,,,,
fairtex-fmv13-maximized-focus-pads-black-red,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads-3.jpg,3,Fairtex FMV13 Maximized Focus Pads black red,,,,,
px-focus-boxing-hand-pads-leather,PX focus boxing hand pads leather,<p>PX focus boxing hand pads leather</p> <ul> <li>zwart</li> <li>leer</li> </ul>,PX,trap/stoot kussens,"PX, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-focus-pads-leer.jpg,1,PX focus boxing hand pads leather,active,PX focus boxing hand pads leather,,bag,#101820
px-focus-boxing-hand-pads-leather,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-focus-pads-leer-1.jpg,2,PX focus boxing hand pads leather,,,,,
px-focus-boxing-handpads-leer,PX ROUND COACHING PUNCH SHIELD leather,"<p>PX focus boxing handpads LEER, zwart rood.</p> <ul> <li>zwart</li> <li>leer</li> <li>40 x 12 cm</li> </ul>",PX,trap/stoot kussens,"PX, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,59.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD.jpg,1,PX ROUND COACHING PUNCH SHIELD leather,active,PX ROUND COACHING PUNCH SHIELD leather,,bag,#101820
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-2.jpg,2,PX ROUND COACHING PUNCH SHIELD leather,,,,,
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-3.jpg,3,PX ROUND COACHING PUNCH SHIELD leather,,,,,
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-4.jpg,4,PX ROUND COACHING PUNCH SHIELD leather,,,,,
fairtex-bgv14sb-muay-thai-super-sparring-glovezwart-leer,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,<p>Muay Thai FAIRTEX BGV14SB Bokshandschoenen voor sparren en intensieve trainingen.</p>,Fairtex,Kickbokshandschoenen leer,"Fairtex, Handschoenen, Kickbokshandschoenen leer",TRUE,Maat,16 oz,,shopify,10,deny,manual,114.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-kickbokshandschoenen-BGV14SB.jpg,1,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,active,,,apparel,#1A2A1A
fairtex-bgv14sb-muay-thai-super-sparring-glovezwart-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-kickbokshandschoenen-BGV14SB-1.jpg,2,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,,,,,
smai-elite-p85-kickbokshandschoenen-leer,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,<p>SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER van top kwaliteit runder leder. Nr 1 merk in Australië.<br /> Voor gevorderd en starters!</p> <p>Smai bestaat sinds 1985!</p> <ul> <li>Rundsleder</li> </ul>,Smai,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Smai",TRUE,,Default Title,,shopify,10,deny,manual,109.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES.jpg,1,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,active,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,,glove,#1A1A1A
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-1.jpg,2,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-2.jpg,3,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-3.jpg,4,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-4.jpg,5,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,,,,,
smai-elite-p85-thai-pads-leather,SMAI ELITE P85 THAI PADS LEATHER,"<p>SMAI ELITE P85 THAI PADS LEATHER van top kwaliteit runder leder. Nr 1 merk in Australië.<br /> VOOR STOTEN, TRAPPEN EN KNIETJES!</p> <p>Binnenhandschoen bevat mesh voor beter doorluchten. Smai bestaat sinds 1985!</p> <ul> <li>Rundsleder</li> <li>35 cm (H) x 20 cm-13 cm (B)</li> <li>Dikte 7 cm</li> <li>Per paar</li> </ul>",Smai,trap/stoot kussens,"Smai, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,199.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS.jpg,1,SMAI ELITE P85 THAI PADS LEATHER,active,SMAI ELITE P85 THAI PADS LEATHER,,bag,#1A1A1A
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-2.jpg,2,SMAI ELITE P85 THAI PADS LEATHER,,,,,
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-3.jpg,3,SMAI ELITE P85 THAI PADS LEATHER,,,,,
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-4.jpg,4,SMAI ELITE P85 THAI PADS LEATHER,,,,,
smai-focus-boxing-pads-elite-p85,SMAI Focus boxing Pads Elite P85 leder,"<p>SMAI Boxing focus pads van top kwaliteit runder leder. Nr 1 merk in Australië.</p> <p>Binnenhandschoen bevat mesh voor beter doorluchten. Smai bestaat sinds 1985!</p> <ul> <li>Rundsleder</li> <li>23 cm (H) x 19 cm (B)</li> <li>Dikte 4,5 cm</li> <li>One size</li> </ul>",Smai,trap/stoot kussens,"Smai, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,99.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85.jpg,1,SMAI Focus boxing Pads Elite P85 leder,active,SMAI Boxing focus pads van top kwaliteit runder leder. Nr 1 merk in Australië.,,bag,#1A1A1A
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-2.jpg,2,SMAI Focus boxing Pads Elite P85 leder,,,,,
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-3.jpg,3,SMAI Focus boxing Pads Elite P85 leder,,,,,
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-4.jpg,4,SMAI Focus boxing Pads Elite P85 leder,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,Tatami vechtsport vloer Puzzelmat 4 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,"<p>Tatami / Dojo Puzzelmat 4 cm dik. Zeer geschikt voor sporten als judo.<br /> Kan met beide kleuren gebruikt worden.</p> <ul> <li>Sportschool kwaliteit</li> <li>Afwasbaar</li> <li>100&#215;100 cm</li> <li>Geschikt voor verschillende vechtsporten</li> <li>Ook verkrijgbaar in 4 cm (voor bijvoorbeeld judo)</li> </ul> <p>Let op!<br /> Puzzelmatten en bokszakken worden per pallet verstuurd. Daar zitten andere prijzen aan vast. Vraag een offerte aan!</p> <p>Voor het gebruik, even contact opnemen met ons over correcte manier van leggen en uitpakken!</p>",FightPro,Sportvloeren,Sportvloeren,TRUE,,Default Title,,shopify,10,deny,manual,69.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x4cm2.jpg,1,FightPro Tatami vechtsport vloer Puzzelmat 4 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,active,"MEERDERE KLEUREN COMBINATIES MOGELIJK, TOP KWALITEIT PUZZLEMAT.",,glove,#1A1200
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x4cm.jpg,2,FightPro Tatami vechtsport vloer Puzzelmat 4 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-blauw-rood-100x100x4cm2.jpg,3,FightPro Tatami vechtsport vloer Puzzelmat 4 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-blauw-rood-100x100x4cm.jpg,4,FightPro Tatami vechtsport vloer Puzzelmat 4 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
px-kickbokshandschoenen-leer-contest,PX KICKBOKSHANDSCHOENEN LEER CONTEST,"<p>PX KICKBOKSHANDSCHOENEN LEER CONTEST<br /> Voor elk niveau kickboksers, zeer goede prijs kwaliteit verhouding.<br /> Gemaakt van rundleder.</p>",PX,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, PX",TRUE,,Default Title,,shopify,10,deny,manual,84.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest.jpg,1,PX KICKBOKSHANDSCHOENEN LEER CONTEST,active,Zeer goede prijs kwaliteit verhouding!,,apparel,#101820
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-5.jpg,2,PX KICKBOKSHANDSCHOENEN LEER CONTEST,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-4.jpg,3,PX KICKBOKSHANDSCHOENEN LEER CONTEST,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-3.jpg,4,PX KICKBOKSHANDSCHOENEN LEER CONTEST,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-2.jpg,5,PX KICKBOKSHANDSCHOENEN LEER CONTEST,,,,,
px-kickbokshandschoenen-leer-zwart-basic-kopie,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,"<p>PX KICKBOKSHANDSCHOENEN LEER ZWART – ROOD.<br /> Leuke zeer betaalbare Bokshandschoen voor de startende en ervaren kickboksers, zeer goede prijs kwaliteit verhouding.<br /> Gemaakt van rundleder.<br /> Met mesh aan de binnenkant voor betere beluchting.</p>",PX,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, PX",TRUE,,Default Title,,shopify,10,deny,manual,79.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-black-red.jpg,1,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,active,Zeer goede prijs kwaliteit verhouding!,,apparel,#101820
px-kickbokshandschoenen-leer-zwart-basic-kopie,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-black-red-2.jpg,2,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,,,,,
px-kickbokshandschoenen-leer-zwart-basic-kopie,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-black-red-3.jpg,3,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,,,,,
px-kickbokshandschoenen-leer-zwart-basic-kopie,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-black-red-4.jpg,4,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,,,,,
px-kickbokshandschoenen-leer-zwart-basic-kopie,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-black-red-5.jpg,5,PX KICKBOKSHANDSCHOENEN LEER ZWART-ROOD,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,"<p>Tatami / Dojo Puzzelmat 2 cm dik.<br /> Kan als zwarte mat of als grijze mat gebruikt worden.</p> <ul> <li>Sportschool kwaliteit</li> <li>Afwasbaar</li> <li>100&#215;100 cm</li> <li>Geschikt voor verschillende vechtsporten</li> <li>Ook verkrijgbaar in 4 cm (voor bijvoorbeeld judo)</li> </ul> <p>Let op!<br /> Puzzelmatten en bokszakken worden per pallet verstuurd. Daar zitten andere prijzen aan vast. Vraag een offerte aan!</p> <p>Voor het gebruik, even contact opnemen met ons over correcte manier van leggen en uitpakken!</p>",FightPro,Sportvloeren,Sportvloeren,TRUE,,Default Title,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-grijs-100x100x2cm.jpg,1,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,active,"MEERDERE KLEUREN COMBINATIES MOGELIJK, TOP KWALITEIT PUZZLEMAT.",,glove,#1A1200
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x2cm.jpg,2,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-BLAUW-100x100x2cm.jpg,3,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-grijs-100x100x2cm-4.jpg,4,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-grijs-100x100x2cm-3.jpg,5,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-grijs-100x100x2cm-2.jpg,6,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
tatami-vechtsport-vloer-puzzelmat-2-cm-dik-100x100-cm-zwart-grijs,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x2cm2.jpg,7,FightPro Tatami vechtsport vloer Puzzelmat 2 cm dik 100&#215;100 cm – zwart/grijs/rood/blauw,,,,,
joya-sporttas-evolution-bag-zwart-goud-wit,Joya Sporttas EVOLUTION BAG – ZWART-GOUD-WIT,<p>Joya Sporttas EVOLUTION BAG – ZWART-GOUD-WIT</p> <p>Joya Sporttas verschillende kleuren met meerdere vakken</p> <ul> <li>Hoofdvak met rits</li> <li>Zijvak met rits</li> <li>Schouder dragen</li> <li>Waterdichte rits</li> <li>Ontwerp met zijdeprint</li> <li>Hittegeperst ontwerp</li> <li>borduurwerk</li> <li>Monogram voering</li> </ul>,Joya,Sport tassen,"Joya, Sport tassen",TRUE,,Default Title,,shopify,10,deny,manual,59.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/02/JOYA-sporttas-EVOLUTION-BAG2.jpg,1,Joya Sporttas EVOLUTION BAG – ZWART-GOUD-WIT,active,,,bag,#1C1C1C
joya-sporttas-evolution-bag-zwart-goud-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/02/JOYA-sporttas-EVOLUTION-BAG.jpg,2,Joya Sporttas EVOLUTION BAG – ZWART-GOUD-WIT,,,,,
joya-sporttas-evolution-bag-zwart-goud-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/02/JOYA-sporttas-EVOLUTION-BAG3.jpg,3,Joya Sporttas EVOLUTION BAG – ZWART-GOUD-WIT,,,,,
thaise-namman-muay-creme-100-gr,THAISE NAMMAN MUAY CREME 100 GR,"<p>THAISE NAMMAN MUAY CREME, voor blessures, spieren opwarmen en nog veel meer.<br /> 100 GR</p>",Namman Muay,Diversen,"Diversen, Namman Muay",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/01/Namman_Muay_thai-creme.jpg,1,Namman Muay THAISE NAMMAN MUAY CREME 100 GR,active,,,glove,#1A1A1A
esn-shaker-black-transparent,"ESN SHAKER, BLACK TRANSPARENT","<p>ESN SHAKER, BLACK TRANSPARENT</p>",ESN,Diversen,"Diversen, ESN, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,4.90,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2023/12/ESN-SHAKER-600ml.jpg,1,"ESN SHAKER, BLACK TRANSPARENT",active,"ESN SHAKER, BLACK TRANSPARENT, Inhoud 600 ml Stevig materiaal, vrij van BPA & DEHP Met maatverdeling voor eenvoudig doseren",,apparel,#1A1A1A
super-pro-combat-gear-legend-kickbokshandschoenen-leer,SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER,<p>SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER. Voor de serieuze vechtsporter.</p>,Super Pro,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Super Pro",TRUE,,Default Title,,shopify,10,deny,manual,99.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2023/11/SUPER-PRO-COMBAT-GEAR-LEGEND-KICKBOKSHANDSCHOENEN-black-2.jpg,1,SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER,active,,,glove,#1A1A1A
super-pro-combat-gear-legend-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2023/11/SUPER-PRO-COMBAT-GEAR-LEGEND-KICKBOKSHANDSCHOENEN-black-3.jpg,2,SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER,,,,,
super-pro-combat-gear-legend-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2023/11/SUPER-PRO-COMBAT-GEAR-LEGEND-KICKBOKSHANDSCHOENEN-black-4.jpg,3,SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER,,,,,
super-pro-combat-gear-legend-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2023/11/SUPER-PRO-COMBAT-GEAR-LEGEND-KICKBOKSHANDSCHOENEN-black-5.jpg,4,SUPER PRO COMBAT GEAR LEGEND KICKBOKSHANDSCHOENEN LEER,,,,,
